outcome,carat,cut,color,clarity,depth,table,price,x,y,z,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a6,a7,a8,a9,a10,b6,b7,b8,b9,b10
0,0.35,Premium,G,VVS1,61.8,57,1103,4.53,4.5,2.79,0.0269249186385423,0.134368193801492,0.870044658891857,0.518597571179271,0.782700865995139,0.774380708346143,0.85278903064318,0.229927475797012,0.346333690686151,0.0822471340652555,0.330874048117808,-0.611176260692487,-1.265910717587,0.923173356178336,0.674416238278561,0.951431540518141,1.60878099224768,1.20650169254317,0.457681864728028,-1.0793648239568
0,0.32,Premium,H,VVS1,61.4,58,730,4.37,4.42,2.7,0.574508777586743,0.0241780860815197,0.564266772242263,0.407437063520774,0.589818158885464,0.310187564231455,0.140544304158539,0.103939946973696,0.892901803134009,0.984291994245723,-1.24806637131947,-0.105015059971714,-0.646437074890081,-1.16758731778592,-0.19732767571872,0.324437020028649,-0.284790161782711,-0.230969712825705,0.395184102411612,0.35849156215835
0,0.6,Very Good,G,IF,61.6,56,2800,5.43,5.46,3.35,0.579070937354118,0.242048165993765,0.638241577195004,0.142258760519326,0.82139174034819,0.806893702363595,0.621971995569766,0.47722683288157,0.573859597556293,0.842458245810121,0.0834397086972706,1.33295106827898,-0.0987792571128899,1.02021896331792,-1.54261431464336,-0.873716989469394,-1.7433884232458,0.724010704736978,0.0120673342598865,-1.36726082447086
1,0.4,Very Good,E,SI2,61.6,55,611,4.75,4.83,2.95,0.323542800033465,0.392845193855464,0.699171941028908,0.17786890687421,0.531812758184969,0.793774570571259,0.636718268273398,0.316040912643075,0.842496749712154,0.259432471124455,-0.292143957205863,0.224314977561197,-0.335098799135779,-1.81646265042836,-1.5292253892238,0.952154983121997,-0.444373368603309,1.40217032974517,1.37373788573518,0.514628607361103
0,1.5,Ideal,F,VS2,61.4,55,14242,7.35,7.44,4.54,0.81338268937543,0.701164516853169,0.557636518962681,0.988330595893785,0.172464449657127,0.207494063768536,0.853450695285574,0.486251319525763,0.507862403756008,0.190278125461191,-1.08992085950309,-0.167528539398354,0.149448680138616,0.7177062272064,0.151787250191685,0.540981618145596,0.0654464831591117,0.133549917684673,0.461523524375823,0.256715330675931
0,0.51,Good,E,SI1,63.9,54,1343,5.05,5.09,3.24,0.599097148282453,0.0085532171651721,0.401849571615458,0.999136772472411,0.216481845825911,0.623416101094335,0.355653224047273,0.860947120003402,0.231214131228626,0.956592814065516,0.153798432073774,0.379181095585099,-0.473858583750315,-1.44877772856166,0.114932348760558,0.322843200791324,-0.244537370657477,0.43795323413016,0.0368716554662676,-0.140783989788055
0,1.15,Very Good,G,SI1,61.3,62,5538,6.68,6.72,4.11,0.284087282372639,0.827681570546702,0.299203942297027,0.794087302871049,0.363441640045494,0.746162758674473,0.885757502634078,0.272559438366443,0.441581322578713,0.788556756451726,-1.06238296772502,0.511141901537283,-0.368431329098145,0.582598904050689,-0.694396706715544,-1.91402984399954,-1.04437282734032,-0.960618017883543,-1.30440845265328,-0.465130993100204
0,0.7,Premium,E,SI1,62.9,58,2333,5.68,5.61,3.55,0.516706427093595,0.0799173444975168,0.0619734877254814,0.418584085768089,0.767576603684574,0.481687452411279,0.588207447901368,0.158033774700016,0.484288142062724,0.778132606996223,0.553482316031793,0.0225962156340672,-0.954650285572599,-1.41213443278529,-0.61410509413637,0.103503713500207,-0.221311886832975,1.27546851464862,0.0637912418506903,-0.524379258898405
1,1.1,Premium,E,SI2,60,60,4201,6.7,6.73,4.03,0.712831835960969,0.339968065964058,0.87994573218748,0.781580771552399,0.69631227850914,0.341770716011524,0.895334099419415,0.668487889226526,0.765962170204148,0.945426405407488,-0.520977185233533,-0.769891773092901,-0.167737763897807,-0.727379127376199,0.0172227474068874,-0.0302281189693324,-0.767378159044481,-0.753923976804087,-0.301945215947175,-0.867203365207952
1,1.08,Ideal,F,SI1,62.9,57,5106,6.54,6.53,4.11,0.140201336704195,0.152718220371753,0.747277900576592,0.682663149898872,0.404117109719664,0.800777025986463,0.36725922068581,0.468511754181236,0.344451114302501,0.836937221232802,0.180165774683275,0.349626095106724,0.239604334163385,0.72711805779578,-0.715315067579656,0.46692849056366,-0.21898083582035,0.555028082653085,-0.0575096184608466,1.01009217704415
0,1.54,Fair,F,SI2,64.4,60,7848,7.26,7.16,4.64,0.137206583982334,0.556429466931149,0.812112549087033,0.969036265509203,0.679404271300882,0.0872959448024631,0.844258284196258,0.0934622986242175,0.491723860148341,0.52494034380652,0.028868655643507,0.429478390556032,0.320797875549455,-0.431803414233756,0.319906497433823,-0.374004097878244,-0.159985436246897,-0.652169431659248,0.0569937232236754,-0.474022767146908
1,0.92,Very Good,H,SI1,60.6,60,3800,6.28,6.33,3.82,0.702064919285476,0.328787240665406,0.330403111409396,0.416720619192347,0.523619230370969,0.358523798407987,0.0345144576858729,0.869808018440381,0.776612852467224,0.0241265459917486,-0.175410532660468,-0.36110359781214,-0.531126897774843,-0.599310176851567,-0.785543454525396,-0.119371537879688,-2.13488061657279,-0.487282107218505,1.17902573729611,-0.371477788121289
0,0.9,Very Good,F,VS2,61.7,56,4678,6.18,6.21,3.82,0.00771023263223469,0.179381772642955,0.905046804109588,0.584028174169362,0.281713971635327,0.948841470293701,0.126849229214713,0.137220381991938,0.289532554568723,0.874767523026094,1.16342537430053,-0.470252543904498,-0.451542167423142,0.920506355976506,-0.392106600779886,-0.393487915300616,1.02478115223313,0.372776022323554,-0.108373459651239,-0.721172493028263
1,1.04,Good,I,SI2,59.9,64,2970,6.51,6.45,3.88,0.240695563144982,0.0566427758894861,0.340524004306644,0.0175555548630655,0.496000235434622,0.421078622341156,0.29892187169753,0.923463978106156,0.967964074574411,0.084901079069823,-0.196892832829591,-0.765976780502806,-0.676348779899154,0.153305949748215,0.262261100065991,0.763554595005097,0.531198601456848,0.43786355901617,0.812218660549006,1.40318610956566
0,2.01,Premium,G,SI1,62.3,61,16242,7.96,7.89,5.02,0.407760865520686,0.288757770322263,0.695300879189745,0.771867747185752,0.68878256645985,0.16277270950377,0.236149831209332,0.74376528384164,0.313866629963741,0.502190614352003,1.7653178493498,0.539250415871898,0.0179504833336205,1.9454565237027,0.0741789344475083,-0.809384557420479,-1.86304218930604,-1.16354901568628,-1.1956698446494,-0.0939358674923212
1,0.42,Ideal,E,VVS2,61.8,56,1273,4.8,4.78,2.96,0.225356945767999,0.288648875895888,0.00396278453990817,0.310513758799061,0.0201295134611428,0.0609975717961788,0.48445424833335,0.846781955333427,0.327580148819834,0.741858691675589,0.546996755642643,-0.0122539263634797,-1.3313366118651,-1.54102833952763,-0.297604663769093,1.363145377364,-0.21534483591405,-0.495239132624802,-0.869938854736776,-1.98602140274497
1,1.03,Very Good,H,SI1,60.4,58,4800,6.48,6.56,3.94,0.713793971110135,0.796837592963129,0.875852748053148,0.583718104287982,0.436651427298784,0.778086627135053,0.209735617274418,0.434012015582994,0.427793806418777,0.812230413081124,-0.426513019835505,-1.55666500529583,-0.912979954891767,-0.171667506512603,-0.451829602447182,-0.227521508056965,0.0118994514204961,0.257891148950814,-0.622960181096685,0.452017203858121
0,1.2,Ideal,E,VVS1,61.6,57,13474,6.78,6.83,4.19,0.566653232323006,0.177862234646454,0.708274325355887,0.000474699772894383,0.599415546748787,0.360550750046968,0.922028056811541,0.366654927376658,0.799988057464361,0.0383367787580937,0.96264772132632,1.25276662757085,0.391167703391238,0.890534752699969,0.820896907385645,0.0664093969726843,0.18813660537541,1.23156756207201,1.06835674343044,0.601979132359374
0,1.26,Ideal,J,VS2,63.2,57,5306,6.86,6.81,4.32,0.613306854851544,0.538245276315138,0.554152827477083,0.364738158881664,0.774726089090109,0.845274331746623,0.0379575786646456,0.633546013385057,0.501139798900113,0.217776408419013,1.36906164066374,0.0950130349110273,0.0219384137747149,-0.88388942749638,-0.455634989583082,-1.22135051422636,-0.311250326303919,-1.3210121613757,-0.566410370332862,-0.0808320915659666
0,0.3,Very Good,I,SI1,63,57,405,4.28,4.32,2.71,0.213013296714053,0.996396976988763,0.246054443763569,0.0795403763186187,0.834062337642536,0.908581156050786,0.492272350238636,0.0054425613489002,0.99525375617668,0.342415132094175,-0.663560496396189,-1.20352521602242,0.0806464175019935,-0.790705891208948,1.10807782163981,1.07144589258951,-1.03517731572223,-0.907564939278708,-0.454761754547235,-0.0964464792714955
0,0.73,Ideal,F,VVS2,62.2,54,3193,5.8,5.75,3.59,0.190801127115265,0.329409336205572,0.92914845305495,0.847877577180043,0.101934428093955,0.0770894645247608,0.0704390867613256,0.690427627414465,0.355214145733044,0.169752542162314,-0.295357485112828,0.325008307555641,0.0926201420770208,-0.0526887482417429,0.604183769461034,0.765710759194514,0.571205861144721,-0.459937722558177,-0.200751074609183,0.274819825706883
1,1.02,Very Good,E,VS2,60.3,60,6103,6.58,6.48,3.94,0.389466458233073,0.838596292771399,0.786931372247636,0.640252962009981,0.222530015278608,0.849416984943673,0.737683759536594,0.736089654266834,0.861752521013841,0.625950132962316,-0.670197231360993,0.514164277068088,0.00963074816336604,0.672625851442204,-0.149467443234007,0.0904104217486378,-0.541262442714803,-0.391195496817677,0.207319685895499,1.19600692687086
1,0.48,Good,J,SI1,64.4,58,991,4.87,4.92,3.15,0.284985984209925,0.16299649188295,0.581273074494675,0.995162574807182,0.430443202145398,0.36111227190122,0.441019766498357,0.703565990785137,0.0591347725130618,0.480027636513114,-1.62308483827283,-1.80829251421448,-1.3635131921803,-0.938348504142456,0.162021012247738,0.296820905450879,-0.527448722049519,0.0515499151008116,-0.461046872950698,-0.846267320485007
0,1.51,Premium,F,SI1,62.3,61,10866,7.29,7.22,4.52,0.192091958364472,0.228823296958581,0.926636811345816,0.485550496261567,0.547046123305336,0.0360015607438982,0.900172560475767,0.432517912006006,0.507576137315482,0.50526564870961,-0.118784712045053,-1.93170272470549,0.422717014694212,-0.185243209124,0.748195754940678,-0.0690786892689364,-0.842375181551018,0.0295921247809408,0.947074127865572,-0.365692068417416
0,0.33,Good,G,VS1,63.1,57,666,4.38,4.4,2.77,0.292616602964699,0.579030719585717,0.671285532182083,0.446507755899802,0.667271734215319,0.104121980955824,0.379741304088384,0.416991193313152,0.377153569366783,0.313872094266117,0.181402563329686,-0.47106855651836,-0.944934744789188,-1.08886166148689,-0.544876942097269,0.0503369004365279,-0.71505859425426,-0.106027916520803,0.408555965908703,-0.0496640924077781
0,1.01,Premium,F,SI1,62.3,58,5345,6.44,6.41,4,0.820561632746831,0.268956461222842,0.194990778341889,0.71805400098674,0.643648963421583,0.59752472024411,0.621425860095769,0.257772327633575,0.854889067588374,0.891577981878072,-0.926193660322695,-1.58506035033128,-1.59035209716709,-0.502925328564711,0.202301936592748,0.525625551186671,-0.18652700580612,0.183601949564474,1.25749255836919,1.92339184490437
0,2,Ideal,H,SI1,62.9,56,13320,8.06,7.97,5.04,0.186189908767119,0.0575017794035375,0.924752887571231,0.149932758649811,0.936981614911929,0.961781450780109,0.265678538242355,0.137757915072143,0.540128599619493,0.358688362408429,0.116808883338672,1.68964247787413,1.43451636403868,-0.0904515040814821,-1.14025472801034,0.215510543464086,0.445741539780134,1.90476306930301,0.404439976875236,1.00712685831193
1,0.58,Ideal,H,SI1,61.6,57,1184,5.34,5.38,3.3,0.387108925497159,0.743817378534004,0.191298895981163,0.536618093959987,0.265640067635104,0.617532179923728,0.862773356260732,0.924264645436779,0.663962484803051,0.573693169979379,0.423597212125248,-1.37245607844977,-1.80248396463952,-0.221065204915694,-0.00967590138154563,-1.90045828735824,0.973084708195405,1.90727534177073,0.286317938036395,-2.04153813068695
0,1.61,Ideal,F,SI1,60.9,57,10197,7.58,7.51,4.6,0.254855793435127,0.900659536244348,0.987447856459767,0.064787128707394,0.625393103109673,0.901716115418822,0.181634493404999,0.782940186560154,0.21799952047877,0.301407931838185,-0.387574868127321,-0.753724467103283,0.515171591384184,-0.757239884717249,-1.13976827766783,-1.17776279812915,-0.808909142825476,-1.79046455512645,-0.231024713984902,-0.256082162231009
1,0.31,Very Good,G,VS2,60.9,57,559,4.37,4.39,2.67,0.215101097710431,0.195471567334607,0.637218672549352,0.883202380267903,0.692644577007741,0.189657132374123,0.553758022375405,0.0927804720122367,0.14719685819,0.72179555031471,-0.228737496963209,-1.2357790176119,-0.189505659496934,-0.0924681593178909,0.151185968833626,-0.758041531087543,-0.455390729638682,-0.504861016498246,-0.932336844881237,-0.0175041681198126
1,0.31,Premium,G,SI1,61.7,55,593,4.38,4.37,2.7,0.249925907468423,0.654040776425973,0.388173097046092,0.32278495747596,0.0511560651939362,0.636568231973797,0.501292034052312,0.696796186966822,0.186156407697126,0.798583516618237,-0.105777183878042,0.150013544732461,-0.418414834615236,-0.0668089986536295,0.192999711999769,0.38768842156821,-1.31481870322955,-1.44325617656519,-0.534288777403663,-0.638090863843901
0,0.32,Premium,J,VS1,61.9,58,540,4.39,4.33,2.7,0.734422221314162,0.021770010702312,0.487489062361419,0.355640002759174,0.626238058786839,0.0016483636572957,0.0945718286093324,0.621128254104406,0.524822979234159,0.942290203878656,0.424756708405247,0.271643566351452,1.77435794803023,1.69109016592391,2.83611988006359,1.63433959835276,0.583531415860489,-0.230093021704575,1.15966937732018,1.6976835371142
0,1.01,Premium,G,VS2,60.7,61,5864,6.46,6.42,3.91,0.0050333512481302,0.343505893833935,0.0282881434541196,0.230452096089721,0.892288223374635,0.653245375491679,0.139269596664235,0.180553633254021,0.103256705217063,0.73170064529404,0.971707757355597,0.112265621152004,1.18832799815359,1.61121631078052,0.840825877116019,0.769363753329568,0.897288582154353,1.79186489284463,-0.415715424741834,-1.38931537096536
0,1.78,Ideal,F,VS2,60.9,56,18128,7.85,7.88,4.79,0.0567124963272363,0.0056349141523242,0.138837319100276,0.794966044602916,0.597984339343384,0.249890374485403,0.83588539948687,0.108616378856823,0.191265486879274,0.368751484900713,0.00628823922840261,-0.51353107995784,-1.40517640260226,-1.18594889976642,-2.44592695483061,-1.39472733931407,1.21007255184221,0.85481532799048,0.406877162304052,0.39883015638733
1,1.16,Ideal,E,SI2,62.7,56,5001,6.69,6.73,4.21,0.539940369315445,0.525680273072794,0.225958382012323,0.939487343654037,0.990391309605911,0.875172922387719,0.611147090094164,0.599992227973416,0.177187054650858,0.527535896981135,-0.455404771942419,0.34419263718957,1.04962889988105,0.661332761682331,0.0262649669458517,-2.31719891805812,-1.04021430262912,-1.08173928529368,-0.26380907410505,0.389725430190654
0,0.5,Very Good,H,VS2,62.3,58,1302,5.05,5.12,3.17,0.86485456652008,0.396879960084334,0.398465757025406,0.688992804614827,0.206268347799778,0.174489909550175,0.960358012234792,0.259487632894889,0.202211339492351,0.403894811868668,0.022125714614265,1.28042422491835,0.457677579364814,1.16179226685343,0.934991774008966,0.758924343978304,2.30298817031276,1.59486938477738,0.977775413932846,0.094811193839134
0,1,Very Good,F,VS2,62.8,57,6957,6.29,6.35,3.97,0.934636279707775,0.0540844742208719,0.216141907731071,0.117641873890534,0.954928916413337,0.081201366847381,0.142019570339471,0.481897199526429,0.716777824098244,0.115546408342198,1.58868183243388,2.7656121817656,2.38942876653768,2.69147213369101,2.49510952748502,1.22446639428513,-0.40154834708582,-1.28850729215377,0.540141476679775,0.831492920020357
0,1.2,Very Good,G,SI2,59.7,59,5116,6.89,6.94,4.13,0.117696634726599,0.132010485278443,0.385860466398299,0.622983407462016,0.971807365305722,0.984373054932803,0.937814058270305,0.397410865407437,0.510020415764302,0.264858599519357,0.422882886530728,-1.11793667451385,0.356350205312753,-0.682870074216549,-1.70257378553387,0.268830999977801,0.304726890360917,-1.03122613297869,-0.876828255358947,1.96189883915865
0,1.24,Ideal,G,VVS1,62.3,56,10724,6.86,6.89,4.28,0.418077661423013,0.834336508763954,0.0174613471608609,0.579648928251118,0.936522636329755,0.692095306236297,0.255222181323916,0.466933761257678,0.178673895774409,0.970855502411723,-1.50582804724696,0.0351471127327546,0.566073935189008,1.19937574291936,0.448269994547692,1.12255297270687,1.34877879149267,0.127121469522175,-0.192179600003535,0.176647953524486
1,0.42,Ideal,F,VVS2,60.6,57,1142,4.82,4.85,2.93,0.24837854760699,0.294075620127842,0.65539947594516,0.279919245047495,0.394584689522162,0.860724232858047,0.963702749460936,0.940093133598566,0.266370274592191,0.0481407889164984,1.51024186242288,0.398099151485307,-0.468351772324466,-0.767793613123389,0.67703742904741,1.25092312836995,0.562327088382429,-0.828060916800105,-1.29740102012817,-1.00524200179102
0,0.33,Ideal,E,VVS1,60.9,56,1052,4.48,4.46,2.72,0.467358536086977,0.698193100746721,0.107692151330411,0.0200486762914807,0.892831136239693,0.834604377858341,0.878063170239329,0.331304870313033,0.210030635353178,0.933211421594024,1.37206613923198,0.86810562972247,1.60025533498828,0.374912785819339,0.238560450143708,0.0902426057983135,0.548760127414921,0.739224861710869,1.55797315441159,-0.418055549241146
1,1.01,Very Good,G,VVS2,61.3,61,6354,6.32,6.47,3.92,0.73303324310109,0.091980156255886,0.782106444705278,0.677840742748231,0.127143177203834,0.872926136245951,0.411485121352598,0.488608082290739,0.62707281159237,0.486781909829006,-1.76161405546644,-0.7587865769744,0.000400210142898871,-0.90739866037214,-0.286205744602947,-0.78417788638984,-0.291670867542984,-1.09630097062492,0.332293316385698,-0.545415952201612
1,0.67,Good,F,VS1,62.3,62,2293,5.5,5.59,3.46,0.680407683597878,0.971288869855925,0.990854627918452,0.58815131848678,0.698040319141001,0.759486094349995,0.270182053092867,0.162573976675048,0.862456734292209,0.308247211389244,0.741879374479884,0.0352126931495692,-0.430508835778085,-0.340747028532698,-0.0715879122061243,0.244310558662966,-1.06533622461572,-1.29359343902488,0.335990674449905,0.305309055836089
1,1.15,Very Good,H,SI2,63.7,56,4661,6.63,6.66,4.23,0.973994965199381,0.882001820486039,0.259782997425646,0.641025413293392,0.369571280200034,0.583590347319841,0.577287269057706,0.712473931955174,0.643725647125393,0.414328461512923,2.21826606106738,0.770407883533651,-1.03329537773375,0.0137564322414591,1.23669502009774,-0.336832275670122,-0.0748552647032138,0.649378457461763,-0.120267473724203,0.422004509220598
0,1.71,Good,J,VS2,62.8,58,8831,7.48,7.55,4.72,0.827720613684505,0.194364122347906,0.501894246554002,0.911432759836316,0.00796832330524921,0.623061025049537,0.373143800999969,0.325793692143634,0.494213179452345,0.338288149097934,0.944572351388997,-0.134922357199251,-0.95185338680727,-0.683376508423746,-0.0743952656542337,-0.596062174741476,-0.598859549863049,-0.123712182101391,-0.307626679666662,0.776649683312875
0,1.14,Very Good,E,SI2,60.2,58,5014,6.71,6.78,4.06,0.941886882763356,0.931004920043051,0.275647854665294,0.760306368116289,0.419973514508456,0.710278562502936,0.116720565594733,0.325890820706263,0.233786413678899,0.354980516945943,-0.0242452163256986,-1.30090223260403,-0.89476221227791,0.408037729516174,-0.212962167833276,1.28627016341561,0.738886007032542,0.00168824406813656,2.10905102481092,0.880117364800314
0,0.7,Very Good,F,VS2,62.4,57,2956,5.67,5.71,3.55,0.339494368527085,0.698461635038257,0.300807690946385,0.915071675786749,0.519902206026018,0.553657772717997,0.799203211208805,0.967539082746953,0.28807375812903,0.896374682430178,1.42044802720753,1.53072008709225,0.987040827029922,-0.0161498858859959,-0.929808395484038,0.0186241451333745,0.296887434038424,-0.0858048512445941,-0.225024505450933,0.239536325828828
0,1.5,Premium,F,VS2,62.8,58,13680,7.21,7.16,4.51,0.330213510897011,0.51765764830634,0.733281534397975,0.180676560150459,0.160991363925859,0.268563851248473,0.171644552377984,0.0326671847142279,0.171136317541823,0.219309406355023,-0.662252566376666,0.690654098252747,0.379144637489368,2.35695362731228,2.5215554499295,2.38489243951178,1.93674530863706,0.859193606603313,1.35312614850104,1.44163718595266
0,0.28,Very Good,D,VVS2,62.2,59,642,4.18,4.21,2.61,0.979952118126675,0.49689833400771,0.605171616189182,0.193986188387498,0.488271936774254,0.838491376722232,0.18400349561125,0.458941261516884,0.0981694259680808,0.779805770842359,-0.652629099211792,-2.05320081068681,-2.08554776137333,-1.32354931713696,-1.67917175287321,-1.61907384636435,-1.29616793829269,-1.64213644240258,-1.84050191157124,-0.864296266263852
0,0.75,Ideal,G,VS1,62.3,57,2973,5.83,5.86,3.64,0.22024884284474,0.587861530017108,0.192372469929978,0.0406868779100478,0.289079073350877,0.644886267371476,0.366354232421145,0.891493920935318,0.108126769308001,0.207408262882382,0.0809467526580662,0.15280427309522,1.31561279703208,-0.155305397199879,-0.417768711718603,1.12907904722578,0.785591640834302,-1.38218636774808,-1.35101692075441,-0.0366080160525687
1,0.52,Ideal,D,VS2,62.6,56,1822,5.11,5.14,3.21,0.607834313763306,0.269123503705487,0.154140296624973,0.744005824672058,0.580013792030513,0.473883375991136,0.147628623060882,0.584403828950599,0.481751728337258,0.781851684907451,-1.00868907442073,-1.06081649864776,-1.8830543045262,-1.27047840855915,0.383437558372751,0.325674803920487,0.840756573526146,0.32241046865609,0.77371903128158,0.834063871244979
0,1.24,Premium,I,VS2,62.1,55,5889,6.91,6.87,4.28,0.124669832875952,0.952408733544871,0.99239369854331,0.172866529785097,0.937166276853532,0.000873954268172383,0.880268524633721,0.118609671713784,0.815682372543961,0.78838660591282,-0.268076214904099,1.34100829955037,0.902532612484588,-1.25722174725832,0.260079571542076,1.16386820549776,1.84002432331371,2.12684406820126,2.1252725441824,0.138225026184969
0,0.24,Very Good,E,VVS1,61.7,58,485,3.94,4,2.45,0.179583456367254,0.0530517334118486,0.483708661282435,0.444263843819499,0.177143489476293,0.0152496297378093,0.89690195186995,0.257719408487901,0.790857624029741,0.0750978614669293,1.10282560467978,-0.713152227291396,-1.93642587954145,-0.719729978436347,-0.124589839200133,0.0422336284845463,-1.62820090355956,0.00308573683181457,-0.163854084148663,1.01100654861812
0,0.34,Ideal,D,VS2,62,55,805,4.45,4.48,2.77,0.671444076113403,0.0341061598155648,0.695561338681728,0.336565032368526,0.0265903184190393,0.108245022594929,0.99564153351821,0.837347098626196,0.178776915417984,0.657783762319014,-0.241782064926408,1.28903702245374,-0.0880694461160529,0.289275108880798,1.88203526760465,-0.0476895967992132,0.129268935099761,-1.91525265364761,-0.190163906833839,-0.232246848183153
0,0.39,Fair,E,SI1,65.6,60,601,4.5,4.56,2.97,0.598558863857761,0.244257382350042,0.977172908606008,0.933569105807692,0.174975088099018,0.914618206443265,0.221958702430129,0.369257694808766,0.365419423906133,0.646635863929987,-2.73865766027586,-0.451747727420022,0.900897110187492,0.854692766519652,0.398953322163215,-0.315092561885603,0.369560737159249,1.07545866487222,1.75932860726951,0.220886121067222
1,1.28,Ideal,G,SI2,61.5,57,6412,6.93,7,4.28,0.675804427824915,0.378832699265331,0.899380098097026,0.913855418330058,0.706506811780855,0.0103818855714053,0.939995945198461,0.178719721967354,0.66091571515426,0.464528782758862,-0.0566112246812208,-0.388474892914484,0.538900663122773,-0.0482176478761778,1.67238392096558,1.23009806777302,-0.790706323911214,0.0900444486256627,-0.361713625661909,-0.0759655692598726
0,0.55,Very Good,D,SI1,61.2,58,1692,5.24,5.29,3.22,0.185546522960067,0.925690924515948,0.414693120401353,0.0610258106607944,0.30519744171761,0.0189779931679368,0.10148741863668,0.952912422828376,0.852175253909081,0.690468716202304,0.356195432208849,-0.894341792091736,-0.682679667606867,-0.27760791924478,0.13177480589493,-0.757110332905111,0.407973376697864,0.583198400760244,1.39770241246965,1.81310854382282
1,0.55,Very Good,E,SI1,63.2,58,1381,5.21,5.23,3.3,0.957621525973082,0.360239544184878,0.865638919174671,0.197943651117384,0.900974869495258,0.134252857184038,0.42647677497007,0.647375985281542,0.532677998533472,0.804302811389789,0.727487832740743,0.694257820138387,0.505261390028476,1.59322387459119,1.78042898911914,0.849148728018217,-0.281907442461778,0.390852569677792,0.58335859208828,0.817981553805711
0,0.33,Premium,I,VS1,59.5,60,521,4.5,4.54,2.69,0.222283429931849,0.957054254366085,0.658373459242284,0.635870177531615,0.153379278257489,0.210622433805838,0.878385361749679,0.393911484628916,0.250778940506279,0.393534380011261,-0.653255502993143,-0.726947667102092,1.49065621501191,1.21149539428895,0.333509629957189,-0.810461047405032,-1.20252248642374,-1.40137151253897,-1.30139522571708,-1.22967657612599
1,0.71,Ideal,F,VVS2,61.2,55,3705,5.73,5.84,3.54,0.382698764791712,0.788826797856018,0.606928511988372,0.619613060029224,0.589764858596027,0.656678715720773,0.998645803658292,0.488888969179243,0.0200572339817882,0.890780688263476,-1.72938180871705,-0.280752833215251,-1.105014309538,-0.377513285414893,0.812495864698104,-0.445886825687363,-0.443597086275042,-0.749856174967981,0.998984513426545,-0.527773293297102
0,0.91,Ideal,G,SI1,60.8,58,4922,6.21,6.29,3.8,0.852575482800603,0.752001838525757,0.390273278113455,0.564145306823775,0.0230566316749901,0.700123725924641,0.412815910298377,0.275463280035183,0.785720549756661,0.980332433478907,0.612305174785851,-0.351371126633776,1.27877611859125,1.84595561136312,1.26570713559072,1.19858052424002,-0.29961320267839,1.00814710636629,2.09603383384468,0.240537690411944
0,0.3,Ideal,H,VVS2,61.7,54,776,4.34,4.31,2.67,0.761326054111123,0.773836817359552,0.880177297629416,0.686899334425107,0.150381314801052,0.0418751791585237,0.690854610176757,0.529989962233231,0.0878354117739946,0.414937516674399,-0.213782243324492,1.24609926556436,0.470045120694526,1.12456848911053,-0.233111165603596,-0.604893408525395,-1.56833722857368,-1.3194532665746,0.801074708966879,-0.741082971299865
0,1,Very Good,E,VS2,63.5,56,5633,6.37,6.32,4.03,0.697148954728618,0.663563149981201,0.561792094027624,0.22632931615226,0.485683467239142,0.818070964422077,0.504825870972127,0.856208327459171,0.450606179889292,0.735234945779666,-0.249993954360043,0.416510648175134,-0.681608840100668,0.494854234670488,-0.116612022940968,-1.14932183181741,0.0662013842328297,-0.350885969775676,-0.568303898894211,-0.485790180095145
0,0.37,Very Good,G,SI1,60,57,551,4.67,4.7,2.81,0.547449810430408,0.335174617124721,0.251252371352166,0.0128928662743419,0.37158136558719,0.917616249527782,0.476211383705959,0.768793824594468,0.696688516065478,0.526867038337514,-1.47569040190804,-0.876201332693129,0.520512815959251,0.284256404665565,-1.12519941960304,-1.95661654304309,-2.2099736568708,-1.0917760730611,-0.364499169951128,0.975938813928436
1,0.31,Premium,F,VS2,61.2,58,625,4.35,4.37,2.67,0.291574630420655,0.739650130970404,0.0987146194092929,0.222663311287761,0.0314943792764097,0.345184117322788,0.122918834444135,0.238349315710366,0.105459523387253,0.894834227859974,0.0929876839940334,-0.0121068940354589,-0.507714103750583,0.357834734596509,0.603847947654584,0.849753471691351,-1.06518568412568,0.838904382307587,1.13128379972829,1.02447965186293
0,0.8,Premium,F,SI1,62.7,58,2901,5.91,5.93,3.71,0.125707229599357,0.00202220329083502,0.684753151377663,0.233762531308457,0.372120938729495,0.0678844365756959,0.939006510889158,0.986448750598356,0.50729074771516,0.791575290029869,0.483006115179579,1.00430157956386,1.03761424633513,-0.504417005505662,-1.26023340063566,-1.54051301408181,-0.302642815099036,-1.31315554308803,-1.79838077757955,-1.84732139126183
0,0.71,Very Good,D,SI1,63.3,59,2525,5.55,5.66,3.55,0.577315950300545,0.14944642665796,0.392652499256656,0.29495815304108,0.352808302268386,0.949802183313295,0.439522232627496,0.665458080358803,0.412527960259467,0.297282816842198,-0.277242629050342,0.239031311860492,1.61467559080537,0.59554815974653,-1.50840670029989,-0.638773239029057,-0.718910742213725,1.01679267681503,1.01891256079907,0.016082266672813
0,0.54,Ideal,H,VVS1,61.1,57,1944,5.26,5.22,3.2,0.314309194218367,0.641790836583823,0.343407666543499,0.668323485879228,0.489015713566914,0.0284504585433751,0.815004178555682,0.42144350009039,0.770869804313406,0.98659487022087,-1.95491163804407,-2.61863483099083,-1.74936769334121,-1.12073837006263,-0.985612758802801,-1.55891482726637,0.118526195319526,0.289845421834457,1.57275949025629,-1.00006982568358
